room_num,de:9f:db:91:0e:dd,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,66:eb:8c:0b:20:6e,fa:8f:ca:76:7d:4c,74:3e:2b:bd:7e:12,74:3e:2b:bd:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:3d:7e:18,74:3e:2b:7d:86:b8,40:a8:f0:6b:41:44,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,30:46:9a:fb:c5:a3,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:3e:9d:6c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:7e:9c:dc,74:3e:2b:7c:b6:88,74:3e:2b:be:88:22,74:3e:2b:be:9d:62,74:3e:2b:7c:d2:d8,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:7d:6d:48,74:3e:2b:bc:fb:7c,74:3e:2b:7c:fb:7c,74:3e:2b:7c:fb:78,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:68,74:3e:2b:be:c7:12,74:3e:2b:be:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:be:88:28,74:3e:2b:7e:88:28,74:3e:2b:3e:88:28,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:be:c7:52,ec:8c:a2:f2:7a:b8,74:3e:2b:be:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:bc:fb:72,74:3e:2b:3c:fb:78,74:3e:2b:be:c7:58,32:cd:a7:fc:3b:2b,74:3e:2b:be:1f:e2,74:3e:2b:be:9c:d8,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:bc:d2:dc,74:3e:2b:7c:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:be:a3:38,74:3e:2b:7d:04:d8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:be:9c:d2,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,1c:b0:44:cd:a2:48,74:3e:2b:bc:b6:8c,74:3e:2b:3c:d2:d8,b4:2a:0e:c7:0f:ae,74:3e:2b:7e:c7:58,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,ae:63:be:86:5c:03,74:3e:2b:bd:6d:42,74:3e:2b:3d:6d:48,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7d:6e:68,14:2d:27:37:99:60,74:3e:2b:3d:6e:68,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7e:1f:e8,c8:3a:35:90:b2:11,78:29:ed:4c:b2:51,74:3e:2b:bd:6f:88,fa:8f:ca:54:a2:6d,74:3e:2b:bc:b6:82,74:3e:2b:3c:b6:88,74:3e:2b:bd:6f:82,a0:64:8f:f7:d1:1d,74:3e:2b:7c:d5:08,40:49:0f:c3:fa:7b,74:3e:2b:bc:d2:d2,74:3e:2b:3e:c7:58,b8:ee:0e:d6:53:72,74:3e:2b:fe:88:2c,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,f8:f5:32:28:2d:c0,74:3e:2b:be:a3:32,74:3e:2b:fe:c7:5c,74:3e:2b:bd:04:dc,a8:9a:93:8a:84:7e,a0:8c:fd:6c:7d:10,2c:30:33:f8:b8:b9,b4:2a:0e:10:47:0a,10:86:8c:18:48:e8,74:3e:2b:be:c7:5c,74:3e:2b:3c:b6:8c,58:90:43:45:2b:e4,74:3e:2b:7d:6a:e8,74:3e:2b:7c:b6:8c,74:3e:2b:7e:c7:5c,74:3e:2b:3e:c7:5c,74:3e:2b:7e:88:2c,74:3e:2b:be:88:2c,74:3e:2b:7d:05:58,74:3e:2b:3e:88:2c
2,38,98,98,96,52,74,64,68,72,72,50,70,50,66,48,46,44,44,42,46,32,44,44,44,82,82,82,44,38,38,70,72,70,70,0,0,0,130,0,26,70,42,70,70,70,56,38,0,62,72,72,50,78,76,78,78,130,130,130,24,26,28,28,28,28,0,56,30,30,46,0,62,60,0,62,28,138,46,46,0,0,0,28,26,0,0,36,32,132,134,132,0,0,46,50,30,52,54,52,56,58,22,54,56,0,36,28,0,28,30,0,28,0,24,34,0,0,0,34,0,0,24,46,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,96,98,96,50,74,64,68,72,72,50,68,0,66,48,46,44,44,44,44,34,44,44,44,82,82,82,44,38,38,68,68,70,68,44,44,50,130,0,26,72,42,70,70,70,56,38,38,62,72,72,66,78,78,78,78,0,0,0,24,26,28,0,0,0,0,56,30,30,0,0,62,60,0,62,28,138,46,46,0,0,0,30,26,0,0,30,34,132,134,132,0,0,46,50,30,52,54,52,56,58,22,54,56,0,36,28,0,28,30,0,28,0,24,34,0,0,0,34,0,0,24,46,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,96,98,96,48,72,72,66,72,72,52,68,0,56,46,46,44,42,44,44,32,44,44,44,82,82,82,44,48,38,68,68,68,68,0,0,0,130,0,26,72,44,70,70,70,56,36,34,62,72,72,66,80,76,80,80,130,130,130,24,26,28,26,30,28,0,56,30,30,0,0,62,60,0,62,28,138,46,46,0,0,0,30,26,0,0,30,34,132,134,132,0,0,46,50,30,52,36,52,56,58,28,54,56,30,36,28,0,28,30,0,28,0,24,34,0,0,0,34,0,0,24,46,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,96,98,96,50,66,72,66,72,72,52,70,0,56,48,0,46,46,46,44,34,44,44,44,82,82,82,46,38,38,68,70,70,68,44,44,44,130,0,26,72,44,70,70,70,56,38,38,60,72,72,50,80,76,80,80,0,0,0,24,26,28,30,28,28,0,58,30,30,0,0,62,60,0,62,28,138,46,46,22,26,24,30,26,30,30,30,34,132,134,132,0,0,46,50,30,52,36,52,56,58,28,54,56,30,36,28,24,28,30,0,28,0,24,34,0,0,0,34,0,0,24,46,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,52,74,72,66,72,72,46,68,0,70,48,0,46,44,44,44,34,44,44,44,80,80,78,44,38,40,70,72,68,68,44,44,42,130,0,26,72,44,70,70,68,56,36,36,62,72,72,50,80,76,80,80,130,130,130,24,26,28,0,0,0,0,58,30,30,0,48,62,64,0,62,28,136,46,46,0,0,0,30,26,0,0,30,34,132,134,132,0,0,46,30,30,52,52,50,56,58,28,54,56,30,36,28,24,28,30,0,28,0,0,34,0,0,0,34,0,0,24,46,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,100,98,50,74,72,66,70,70,52,44,0,66,52,46,42,44,44,44,36,44,44,44,78,80,78,44,38,38,68,70,68,68,0,0,0,130,0,26,70,44,70,70,68,56,38,38,46,72,70,50,80,76,78,80,130,130,130,24,26,28,30,32,32,0,58,28,30,46,46,62,64,0,62,30,52,46,46,0,0,0,30,26,0,0,30,34,132,0,132,0,0,0,30,30,52,52,34,56,58,28,54,56,30,36,28,24,28,30,0,32,0,0,34,0,0,0,34,0,0,24,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,100,98,50,74,62,54,62,64,52,70,0,64,0,0,42,44,42,42,34,44,44,44,78,80,78,44,38,38,70,70,70,70,42,42,44,130,28,26,70,44,70,70,68,56,38,36,60,72,70,50,80,76,78,80,0,0,0,24,26,28,30,32,28,0,58,28,30,0,0,62,64,0,58,30,52,46,44,0,0,0,26,26,0,0,34,34,132,0,132,0,18,0,30,30,52,52,34,56,58,28,54,56,30,36,28,24,28,30,0,32,0,0,34,22,0,0,36,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,42,74,62,54,62,64,52,70,0,50,48,48,46,44,46,44,34,44,44,44,78,78,80,44,38,38,70,70,68,72,0,0,0,130,28,26,72,44,70,70,68,54,36,38,60,72,72,66,80,78,78,80,130,130,130,24,26,28,30,30,28,28,54,28,30,48,48,62,64,30,58,30,50,46,44,0,0,0,26,26,0,0,34,34,132,0,132,0,0,0,30,30,52,56,50,56,58,28,56,56,30,36,28,24,28,30,0,32,0,0,34,22,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,96,48,78,72,66,70,70,50,70,0,64,50,0,42,44,44,42,34,44,44,44,80,80,78,46,38,38,72,72,72,70,44,42,44,130,28,26,72,44,70,70,68,54,38,38,70,72,72,68,80,78,78,80,0,0,0,24,26,28,0,0,0,28,54,28,30,0,0,62,62,30,58,30,50,48,44,0,0,22,26,26,30,30,34,34,132,0,132,0,0,0,30,30,52,56,50,56,60,28,56,56,30,36,28,24,28,30,0,32,0,0,32,22,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,96,50,76,72,64,70,70,50,66,0,64,48,46,44,44,44,42,36,44,44,46,82,82,80,44,38,38,72,74,72,74,0,0,0,130,28,26,72,40,70,70,60,54,38,0,62,72,70,68,82,76,80,82,130,130,130,24,26,28,30,30,32,28,54,28,0,46,46,62,62,30,58,30,50,48,44,0,0,0,26,26,0,0,34,34,132,0,132,0,0,0,30,30,50,52,52,56,60,26,56,56,30,36,28,24,28,30,0,32,0,0,32,22,0,0,36,0,0,22,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,100,98,48,72,72,68,70,70,52,66,0,68,48,0,44,42,44,44,36,44,44,44,82,82,82,44,40,38,72,74,72,72,44,44,44,130,28,26,70,40,70,70,60,54,38,36,62,72,70,64,82,76,80,82,0,0,0,24,26,28,30,30,28,28,54,28,0,0,0,62,62,30,58,30,60,46,46,0,0,0,26,26,26,26,36,36,132,0,132,0,0,0,30,30,50,52,52,56,60,26,56,56,30,36,28,24,28,30,0,32,0,24,32,22,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,98,98,42,74,70,68,72,72,52,66,0,66,52,46,46,44,44,44,34,44,44,46,80,82,82,46,38,38,72,72,72,72,0,0,0,130,28,26,70,42,70,70,70,54,36,38,62,72,70,54,74,76,72,72,130,130,130,24,26,28,32,32,30,28,60,28,0,46,46,62,62,30,58,30,60,46,46,0,0,0,26,26,0,0,36,36,132,0,132,0,0,0,30,30,50,42,52,56,58,28,56,56,32,36,30,24,28,30,0,32,0,24,32,22,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,100,98,50,72,70,68,72,70,52,70,0,66,50,48,42,42,42,42,36,44,44,46,82,82,82,44,38,38,72,70,60,68,44,46,46,130,28,26,70,42,70,70,70,54,38,38,68,72,70,66,74,76,72,72,0,0,0,24,26,28,30,32,32,28,60,28,0,0,0,62,62,30,58,30,138,46,46,0,0,0,26,34,0,0,36,36,132,0,132,0,0,0,30,30,50,50,52,56,58,28,56,56,32,36,30,24,28,30,0,32,0,24,32,22,0,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,92,94,92,42,74,70,68,72,70,52,74,0,64,48,48,0,0,0,0,34,46,44,46,80,80,80,44,38,38,72,72,72,72,48,46,50,130,28,26,70,26,70,70,70,54,38,38,48,72,70,66,74,76,72,72,130,130,130,24,26,28,30,30,30,28,60,28,0,48,48,42,62,30,58,30,138,46,46,0,0,0,26,34,0,0,36,36,132,132,132,0,0,44,30,30,50,52,52,56,58,28,56,56,32,36,30,24,28,30,0,32,0,24,32,22,30,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,92,96,92,50,72,68,68,72,70,52,66,0,54,52,48,44,44,44,42,32,46,44,46,82,82,82,44,38,38,72,72,72,72,50,48,0,130,28,0,70,26,70,70,70,54,36,0,64,72,70,66,68,70,70,72,130,130,130,0,0,0,30,28,0,28,60,30,0,48,48,64,62,30,58,30,138,46,46,0,0,0,26,34,0,0,36,36,132,132,132,0,0,44,30,0,32,38,30,58,58,26,56,56,32,36,34,24,28,0,0,32,0,24,32,22,30,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,96,96,96,50,74,68,68,72,70,52,70,0,56,48,48,44,42,42,42,34,44,44,44,82,82,80,44,38,38,70,70,70,70,50,0,0,130,28,0,70,26,70,70,70,54,38,38,60,72,70,66,68,74,70,72,0,0,0,0,0,0,0,0,0,28,60,30,0,46,0,64,62,30,58,30,138,46,46,24,24,26,26,34,28,30,36,36,132,132,132,0,0,44,30,0,32,50,30,54,52,26,56,56,32,36,34,24,28,0,0,32,0,24,32,22,30,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,98,96,50,74,72,56,64,70,52,68,0,56,0,0,42,42,42,42,34,44,44,44,82,82,82,44,38,38,72,72,72,72,46,46,46,130,28,0,72,26,70,70,70,54,36,36,60,72,72,68,68,76,70,72,0,0,0,0,0,0,30,32,30,28,60,30,0,0,0,64,62,30,58,30,138,46,46,0,0,0,26,34,0,0,36,36,132,132,132,0,0,46,30,0,32,34,30,60,58,26,56,56,32,36,34,24,28,0,0,32,0,22,32,22,28,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,98,96,50,74,72,56,64,70,52,68,0,68,48,44,42,42,44,42,34,46,46,46,82,82,80,46,38,38,70,72,68,70,48,0,0,130,28,0,72,26,70,70,70,54,38,36,62,72,72,56,80,78,82,82,130,130,130,0,0,0,24,24,28,28,60,30,26,50,0,62,62,30,58,30,136,46,46,0,0,0,26,34,0,0,36,36,132,132,132,0,0,46,30,0,32,34,30,60,58,26,56,56,32,36,34,24,28,0,0,30,0,22,32,22,28,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,98,96,50,76,72,68,70,72,52,68,0,64,48,46,42,42,42,42,34,46,46,46,82,82,82,46,38,38,70,70,72,70,48,46,46,130,28,0,72,26,70,70,70,54,0,0,60,72,72,56,80,76,82,82,0,0,0,0,0,0,0,0,0,28,56,30,26,46,0,62,60,30,58,30,140,46,46,22,26,0,26,26,28,28,36,36,132,132,132,0,0,46,30,0,32,50,30,58,58,26,56,56,32,36,34,24,0,0,32,30,0,22,32,22,28,0,36,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,68,96,50,74,70,68,70,70,52,44,0,64,48,0,44,42,44,44,34,44,44,44,78,78,78,44,38,38,66,68,68,66,44,44,44,130,28,0,72,46,70,70,70,54,32,36,56,72,68,64,80,76,82,82,130,130,130,0,0,0,0,0,0,28,56,30,26,0,0,62,62,28,58,30,136,46,46,0,0,0,26,26,0,0,36,36,132,132,132,0,0,46,30,0,32,50,30,58,58,26,56,56,32,36,34,0,0,0,32,30,0,22,32,22,28,0,36,0,0,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,98,96,48,74,72,68,70,70,52,66,30,56,48,46,42,42,42,42,34,46,46,44,78,78,78,44,38,38,70,66,70,68,0,46,0,130,28,0,72,46,70,70,70,54,36,36,56,72,72,64,80,78,80,80,130,130,130,26,0,0,34,28,28,26,56,30,26,0,0,62,62,28,58,30,136,46,46,0,0,0,26,26,0,0,36,36,132,132,132,0,0,46,30,28,50,50,30,58,58,26,56,56,32,24,26,0,26,0,32,30,0,22,32,22,28,0,36,0,0,22,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,98,94,50,48,72,68,70,70,52,70,30,56,48,0,46,42,42,44,34,44,44,44,78,78,78,44,38,38,68,68,68,68,46,46,46,130,28,0,72,46,70,70,70,54,34,34,56,72,72,64,80,78,80,80,0,0,0,26,0,0,0,0,0,26,58,30,26,0,0,62,62,28,58,30,62,42,48,26,24,0,26,36,32,30,36,36,132,132,132,0,0,46,30,28,50,50,30,58,58,26,56,56,32,32,26,0,26,0,32,30,0,22,32,22,28,0,36,0,0,22,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,94,94,56,74,72,72,70,70,52,68,30,64,0,46,44,42,42,44,34,46,44,44,78,78,78,46,38,38,68,68,68,68,44,0,0,130,28,0,72,46,70,70,70,54,0,0,54,72,72,64,80,76,74,72,130,130,130,26,0,0,0,0,0,26,58,30,26,48,48,44,62,28,0,30,136,42,48,0,0,0,0,36,0,0,36,36,132,132,134,0,0,46,30,28,50,54,30,58,58,26,56,56,32,32,26,24,26,0,32,30,0,22,32,0,28,0,36,0,0,0,46,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,98,96,52,80,70,68,72,72,52,70,52,70,52,48,40,0,0,0,34,44,46,46,78,78,78,44,38,38,70,66,66,66,44,0,0,130,28,0,72,46,70,70,70,54,36,34,54,70,72,52,80,76,74,72,0,0,0,26,26,28,30,30,28,26,58,30,26,50,48,44,62,28,0,30,52,42,48,0,0,0,0,36,0,0,36,36,132,132,134,0,0,46,30,28,50,50,30,58,58,26,56,56,32,32,26,24,26,0,32,30,0,22,34,0,28,0,36,0,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,100,96,42,74,70,68,70,70,52,68,52,66,0,0,44,42,42,44,36,44,44,44,78,78,78,44,38,38,70,68,68,68,44,0,0,130,28,0,72,46,70,70,70,56,32,32,54,70,72,50,80,76,74,72,130,130,130,26,26,28,0,0,0,26,58,30,26,0,0,44,62,28,0,30,140,42,48,0,0,0,0,36,0,0,36,36,132,134,132,0,0,46,30,28,50,50,30,58,58,26,56,56,32,32,26,24,26,0,32,30,0,22,34,0,28,0,0,0,0,20,46,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,48,74,72,68,72,70,52,70,52,66,0,46,44,42,42,42,34,44,44,44,78,76,78,44,38,38,68,70,66,68,46,44,44,130,28,0,72,46,70,70,70,52,0,0,62,72,72,66,80,76,74,72,0,0,0,26,26,28,0,0,0,26,58,30,26,46,46,60,62,28,0,30,128,42,48,24,24,24,0,36,30,30,36,36,132,134,132,0,0,46,30,28,50,36,30,58,58,26,56,56,32,32,26,24,26,0,32,30,0,22,34,0,28,0,0,0,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,50,74,70,68,70,64,52,66,52,66,48,0,44,42,44,44,36,46,46,46,78,78,78,46,38,38,66,70,68,68,46,42,44,130,28,0,72,46,68,70,68,52,34,34,62,72,74,50,80,76,74,72,130,130,130,26,26,28,0,0,0,26,78,30,26,0,0,60,62,28,0,30,128,42,48,0,0,0,0,36,0,0,0,0,132,134,132,0,0,46,30,28,50,52,30,58,58,26,56,56,32,32,26,24,26,0,32,30,0,22,34,0,28,0,0,28,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,46,72,70,68,70,64,48,70,52,66,48,48,46,42,42,42,38,46,46,46,78,78,78,46,38,40,68,68,66,68,0,0,0,130,28,0,70,42,68,70,68,52,34,0,62,72,72,58,80,76,74,72,130,130,130,26,26,28,0,0,0,26,80,28,30,46,46,58,60,28,0,30,50,42,48,0,0,0,0,36,0,0,0,0,132,134,132,0,0,46,30,28,50,52,30,58,54,26,56,56,32,32,26,24,26,0,32,30,0,22,34,0,28,0,0,28,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,96,100,96,50,72,64,68,70,64,48,70,52,72,54,0,44,44,44,44,32,46,46,46,78,78,78,46,38,38,66,66,66,66,42,42,42,130,28,0,72,42,68,70,68,52,38,34,46,72,72,68,80,80,74,72,0,0,0,26,26,28,0,0,0,26,80,28,30,0,0,42,62,28,0,30,138,42,48,0,0,0,0,36,0,0,0,0,132,134,132,0,0,46,30,28,52,52,50,58,54,26,56,56,32,32,26,24,26,0,32,30,0,22,30,0,28,0,36,28,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,100,96,50,72,64,68,70,64,48,70,52,64,0,0,44,42,46,44,34,44,44,46,78,78,78,46,38,38,68,68,70,72,0,0,0,130,28,0,72,44,68,70,68,52,36,0,62,72,72,68,74,74,74,72,130,130,130,26,26,28,30,30,0,26,80,28,30,0,48,62,62,28,0,30,136,42,48,0,0,0,0,36,0,0,0,0,132,134,132,0,0,46,30,28,52,52,50,60,60,26,56,56,32,32,26,22,26,0,32,30,0,22,30,0,28,0,36,28,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,48,74,72,68,72,72,48,68,52,64,48,0,44,46,46,42,34,46,44,44,78,78,78,44,38,38,72,72,68,70,44,44,44,130,28,0,72,44,68,70,68,52,36,38,58,72,72,68,74,74,74,72,0,0,0,30,26,28,0,0,0,26,80,28,30,0,0,62,62,28,0,30,60,42,48,22,24,24,0,36,0,0,36,34,132,134,132,0,0,46,30,28,52,52,50,60,60,0,56,56,0,32,26,22,26,0,32,30,0,22,30,0,28,0,36,28,0,20,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,98,96,50,72,72,54,72,72,48,64,50,66,48,0,44,44,44,42,38,46,46,44,78,78,78,46,38,38,72,66,68,70,44,44,44,130,30,0,72,44,68,70,68,52,38,0,62,72,72,68,74,80,74,72,130,130,130,30,26,28,30,32,28,26,80,28,30,0,48,62,62,28,0,0,60,42,48,0,0,0,0,36,0,0,36,34,132,134,132,0,0,46,30,28,52,52,50,60,60,0,56,56,0,32,26,22,26,0,32,30,0,22,30,0,28,0,36,28,0,20,46,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,98,100,98,50,72,70,66,72,72,46,64,50,66,48,0,44,44,44,44,34,44,44,42,80,80,80,46,38,42,70,70,70,70,42,42,50,130,30,0,72,44,68,70,68,52,38,38,62,72,72,66,74,80,74,72,0,0,0,30,26,28,0,0,0,26,80,28,30,0,0,62,62,28,0,0,60,44,42,0,0,0,0,36,32,32,36,34,132,134,132,0,0,0,30,28,52,50,50,60,60,0,56,56,0,32,26,22,26,0,32,30,0,0,30,0,0,0,36,28,0,20,46,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,98,100,98,50,74,70,68,72,70,46,64,50,66,50,48,44,44,44,44,36,46,46,44,80,80,80,46,38,38,70,72,72,70,44,46,50,130,30,0,74,44,68,70,68,52,38,38,46,70,72,66,74,32,74,80,130,130,130,30,26,28,32,30,30,26,80,28,30,48,0,44,44,28,0,0,136,44,42,0,0,0,0,36,0,0,36,34,132,134,132,0,0,0,30,28,52,52,50,60,60,0,56,56,0,32,26,22,26,0,32,30,0,0,30,0,0,0,36,28,0,20,46,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,98,96,50,48,70,68,72,70,46,68,50,66,48,0,44,42,42,44,34,44,44,44,78,80,78,44,38,40,70,66,70,68,42,48,0,130,30,0,70,44,68,68,68,52,0,0,60,70,72,66,74,78,74,80,0,0,0,30,26,30,0,0,0,26,78,28,30,0,0,44,44,28,0,0,136,44,42,0,0,0,0,36,0,0,36,34,132,134,132,0,0,0,30,28,52,48,50,54,54,0,56,56,0,32,26,24,26,0,0,28,0,0,30,0,0,0,36,28,0,20,46,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,98,96,50,72,70,68,70,68,50,68,50,64,48,0,44,44,44,44,36,44,44,44,78,78,80,44,38,38,68,68,68,66,42,46,42,130,32,0,72,44,68,68,68,52,38,38,66,72,72,50,74,78,74,80,130,130,130,30,26,30,0,0,0,26,78,28,30,0,0,62,62,0,0,0,136,44,42,0,0,0,0,36,0,0,36,34,132,134,132,0,18,0,24,28,52,48,50,58,58,0,56,56,0,32,26,24,26,0,0,28,0,0,30,0,32,0,36,28,0,20,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,96,100,96,50,72,70,68,72,72,50,68,50,70,48,48,44,42,42,42,36,46,44,46,78,80,78,44,38,38,66,68,68,68,44,0,44,130,32,0,72,44,68,68,68,52,0,0,66,72,72,66,74,78,74,80,0,0,130,30,26,30,28,28,28,0,78,28,30,46,0,62,62,0,0,0,138,44,42,0,0,0,0,36,0,0,36,34,132,134,132,0,0,0,24,0,52,52,50,54,54,26,56,56,0,32,0,24,0,0,0,28,0,0,30,0,32,0,36,28,0,20,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,100,92,48,74,64,56,64,64,50,70,50,58,48,0,44,44,44,42,38,46,44,46,78,78,78,44,38,38,66,66,66,66,42,44,44,130,32,0,72,44,68,68,68,52,38,38,62,72,72,66,74,76,74,80,0,0,0,24,26,30,30,28,28,0,78,28,30,48,0,62,62,0,0,0,138,44,42,0,0,0,26,0,0,0,36,32,132,134,132,0,0,0,24,0,52,52,50,54,54,26,56,56,0,0,0,24,0,0,0,28,0,0,34,0,32,0,36,28,0,20,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
