room_num,de:9f:db:91:0e:dd,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,66:eb:8c:0b:20:6e,fa:8f:ca:76:7d:4c,74:3e:2b:bd:7e:12,74:3e:2b:bd:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:3d:7e:18,74:3e:2b:7d:86:b8,40:a8:f0:6b:41:44,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,30:46:9a:fb:c5:a3,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:3e:9d:6c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:7e:9c:dc,74:3e:2b:7c:b6:88,74:3e:2b:be:88:22,74:3e:2b:be:9d:62,74:3e:2b:7c:d2:d8,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:7d:6d:48,74:3e:2b:bc:fb:7c,74:3e:2b:7c:fb:7c,74:3e:2b:7c:fb:78,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:68,74:3e:2b:be:c7:12,74:3e:2b:be:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:be:88:28,74:3e:2b:7e:88:28,74:3e:2b:3e:88:28,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:be:c7:52,ec:8c:a2:f2:7a:b8,74:3e:2b:be:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:bc:fb:72,74:3e:2b:3c:fb:78,74:3e:2b:be:c7:58,32:cd:a7:fc:3b:2b,74:3e:2b:be:1f:e2,74:3e:2b:be:9c:d8,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:bc:d2:dc,74:3e:2b:7c:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:be:a3:38,74:3e:2b:7d:04:d8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:be:9c:d2,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,1c:b0:44:cd:a2:48,74:3e:2b:bc:b6:8c,74:3e:2b:3c:d2:d8,b4:2a:0e:c7:0f:ae,74:3e:2b:7e:c7:58,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,ae:63:be:86:5c:03,74:3e:2b:bd:6d:42,74:3e:2b:3d:6d:48,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7d:6e:68,14:2d:27:37:99:60,74:3e:2b:3d:6e:68,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7e:1f:e8,c8:3a:35:90:b2:11,78:29:ed:4c:b2:51,74:3e:2b:bd:6f:88,fa:8f:ca:54:a2:6d,74:3e:2b:bc:b6:82,74:3e:2b:3c:b6:88,74:3e:2b:bd:6f:82,a0:64:8f:f7:d1:1d,74:3e:2b:7c:d5:08,40:49:0f:c3:fa:7b,74:3e:2b:bc:d2:d2,74:3e:2b:3e:c7:58,b8:ee:0e:d6:53:72,74:3e:2b:fe:88:2c,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,f8:f5:32:28:2d:c0,74:3e:2b:be:a3:32,74:3e:2b:fe:c7:5c,74:3e:2b:bd:04:dc,a8:9a:93:8a:84:7e,a0:8c:fd:6c:7d:10,2c:30:33:f8:b8:b9,b4:2a:0e:10:47:0a,10:86:8c:18:48:e8,74:3e:2b:be:c7:5c,74:3e:2b:3c:b6:8c,58:90:43:45:2b:e4,74:3e:2b:7d:6a:e8,74:3e:2b:7c:b6:8c,74:3e:2b:7e:c7:5c,74:3e:2b:3e:c7:5c,74:3e:2b:7e:88:2c,74:3e:2b:be:88:2c,74:3e:2b:7d:05:58,74:3e:2b:3e:88:2c
2,24,0,92,98,44,64,74,58,74,74,46,68,0,60,50,48,42,42,42,42,34,46,46,46,82,82,82,46,38,38,64,64,66,64,0,0,0,132,28,0,70,0,66,64,66,56,36,36,62,70,72,66,80,76,78,80,0,0,0,0,0,0,30,26,28,0,58,30,0,50,0,62,62,0,0,0,134,42,42,0,0,0,0,0,0,0,0,0,132,132,132,0,0,0,0,0,0,38,0,64,64,0,58,58,28,28,26,22,28,0,0,0,0,0,0,24,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,0,92,98,40,64,62,50,64,62,46,68,0,58,0,0,46,46,46,46,38,46,46,46,80,80,80,46,38,36,62,62,62,62,0,0,0,130,28,0,60,42,66,64,66,54,34,34,58,70,62,52,80,76,78,80,0,0,0,0,0,0,24,24,26,0,58,30,0,0,0,58,58,0,0,0,134,42,42,0,0,0,0,0,0,0,0,0,132,132,132,0,0,44,0,0,0,38,0,64,64,0,62,60,28,28,26,0,28,0,0,0,0,0,0,24,32,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,0,98,98,40,52,60,68,62,74,48,64,0,58,48,48,44,44,46,44,38,42,44,44,82,80,80,44,38,38,66,66,62,62,46,0,0,132,28,0,60,42,66,66,64,54,34,34,58,70,62,52,86,78,80,84,0,0,0,0,0,0,24,26,24,0,56,30,0,48,48,58,58,0,0,0,136,42,42,0,0,0,0,0,0,0,0,0,134,132,134,0,0,42,0,0,42,38,0,64,64,0,62,60,30,28,26,0,26,0,0,0,0,0,0,24,32,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,0,98,98,40,74,74,72,74,74,48,68,0,54,52,0,44,44,46,44,38,44,44,44,80,80,80,44,38,38,64,62,62,64,48,44,0,132,28,0,68,44,66,66,64,54,32,30,60,70,68,62,86,78,80,84,0,0,0,0,0,0,24,26,24,34,56,30,0,0,0,58,60,28,0,0,136,42,42,0,0,0,0,0,0,0,0,0,134,132,134,0,0,46,0,0,42,38,0,64,64,0,62,60,30,28,26,0,26,0,0,0,0,0,0,24,32,34,0,0,0,0,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,0,98,98,40,80,74,72,74,74,48,72,0,52,0,50,44,44,44,44,30,50,50,48,78,78,78,48,36,36,56,0,56,56,0,0,0,130,28,0,68,30,66,66,64,54,38,36,60,68,68,64,80,76,80,84,0,0,0,0,0,0,24,24,24,34,56,30,0,0,0,58,58,28,0,0,128,42,42,0,0,0,0,0,0,0,0,0,134,130,134,0,0,46,0,0,42,38,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,0,24,32,34,0,0,0,0,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,0,104,98,44,44,62,62,70,70,46,72,0,56,0,0,48,48,48,48,36,48,48,48,82,84,84,48,38,38,68,68,68,68,40,40,40,132,28,0,68,30,66,66,64,54,30,28,44,68,68,64,80,76,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,58,40,28,0,0,128,42,44,0,0,0,0,0,0,0,0,0,134,130,134,0,0,46,0,0,42,38,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,0,22,32,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,0,96,98,44,72,76,74,80,78,50,64,0,56,48,0,46,44,46,46,36,48,48,48,86,84,84,48,38,38,64,62,62,64,42,40,42,130,32,0,68,30,66,66,64,54,38,38,46,68,68,64,80,60,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,58,60,28,0,0,138,30,50,0,0,0,0,0,0,0,0,0,134,130,134,0,0,46,0,0,42,40,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,0,22,32,34,0,0,0,0,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28,0,100,98,44,60,76,74,80,78,50,64,0,56,44,42,56,56,56,54,38,48,48,50,82,82,82,48,0,0,62,62,62,62,40,40,40,130,32,0,68,30,66,66,64,54,40,38,60,68,68,64,80,72,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,60,60,28,0,0,138,30,50,0,0,0,0,0,0,0,0,0,134,130,134,0,16,46,0,0,42,40,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,0,22,32,34,0,0,0,0,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,0,100,98,52,78,74,72,76,76,52,64,0,64,44,0,50,48,48,48,36,44,46,44,84,86,84,44,38,42,64,66,64,64,44,44,44,132,26,0,68,30,66,66,64,54,32,32,64,68,68,64,80,72,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,62,60,28,0,0,138,22,46,0,0,0,0,0,0,0,0,0,134,130,134,0,18,46,0,0,42,40,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,28,22,30,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,0,100,98,52,72,74,72,76,76,52,64,0,64,0,0,40,40,40,40,36,46,46,46,84,84,84,46,0,38,66,64,66,66,46,44,44,130,24,0,68,30,66,66,64,54,32,34,60,68,68,64,80,72,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,62,60,28,58,0,138,22,46,0,0,0,0,0,0,0,0,0,134,130,134,0,0,46,0,0,42,40,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,28,22,30,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,102,96,54,64,74,62,76,64,44,64,0,42,0,0,48,48,48,48,36,46,46,46,80,80,80,46,38,38,60,60,62,58,44,44,44,132,24,0,68,30,66,66,64,54,34,34,60,68,70,64,80,72,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,62,60,28,58,0,140,22,46,0,0,0,0,28,0,0,0,0,134,130,134,0,0,46,0,0,42,40,0,64,64,0,62,60,30,34,26,0,26,0,0,0,0,0,28,22,30,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,102,98,56,68,32,62,58,68,44,66,0,42,48,0,44,42,42,42,38,48,48,48,78,78,80,48,0,0,70,70,70,70,44,46,44,130,28,0,68,30,66,66,64,54,38,38,60,68,70,64,80,76,80,84,0,0,0,0,0,0,0,0,0,34,56,30,0,0,0,62,62,28,58,0,134,22,46,0,0,0,0,30,24,24,0,0,134,130,134,0,0,46,0,0,42,40,0,64,64,28,62,60,30,34,26,28,26,0,0,0,0,0,28,22,30,34,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,102,98,56,72,32,68,68,68,44,66,0,62,0,0,54,50,50,50,38,42,42,42,80,82,80,42,38,38,68,68,68,66,44,44,44,132,30,0,68,30,66,66,66,54,36,38,30,68,70,64,80,76,80,84,0,0,0,0,0,0,0,0,0,34,62,0,0,0,0,36,34,28,58,0,132,22,46,0,0,0,0,30,0,0,0,0,134,130,134,0,0,46,0,0,42,36,0,64,64,24,62,60,30,34,26,28,26,0,0,0,0,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,96,98,56,62,74,72,72,72,44,70,0,62,52,0,52,52,52,52,38,54,52,54,80,80,80,52,38,38,62,62,60,60,42,42,42,130,28,0,68,30,66,66,66,54,42,42,56,68,70,64,76,78,76,84,0,0,0,0,0,0,28,30,28,34,62,0,0,0,0,58,58,28,58,0,134,22,46,0,0,0,0,30,0,0,0,0,134,130,134,0,0,46,0,0,42,36,0,64,64,24,62,60,30,34,26,28,26,0,0,0,0,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,56,62,74,72,72,72,44,70,0,66,0,0,52,50,52,50,38,46,44,44,84,84,84,46,38,36,70,70,70,70,42,42,42,130,28,0,64,30,66,66,66,54,0,0,24,62,64,64,76,60,76,84,0,0,0,0,0,0,0,0,0,34,62,0,0,0,0,34,36,28,58,0,134,22,46,0,0,0,0,30,0,0,0,0,134,130,134,0,0,46,0,0,42,36,0,64,64,24,62,60,30,34,26,28,26,0,0,0,0,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,96,98,54,74,74,72,72,72,44,70,0,70,50,0,44,42,42,42,36,50,50,50,84,84,84,50,36,36,64,64,64,62,50,42,44,130,28,0,64,30,66,66,66,54,36,32,62,62,64,64,76,84,76,84,0,0,0,0,0,0,28,28,30,34,62,0,0,0,0,62,60,28,58,0,136,22,46,0,0,0,0,30,0,0,0,0,134,130,134,0,0,46,0,0,42,36,0,0,64,24,62,60,30,34,26,28,26,0,0,0,0,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
2,32,98,24,98,54,80,72,68,72,72,44,56,0,66,44,44,50,50,50,52,38,52,52,52,80,78,80,52,36,36,66,66,64,64,0,0,0,130,28,0,64,30,66,66,66,54,34,0,60,62,64,64,76,84,76,84,0,0,0,0,0,0,0,0,0,34,62,0,22,44,44,60,60,28,58,0,132,22,46,24,22,22,0,30,0,0,32,28,134,130,134,0,0,46,0,0,42,36,0,0,64,24,62,60,30,34,26,28,26,0,0,0,0,0,26,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,96,96,58,80,58,58,58,60,44,56,0,56,46,42,46,46,46,46,34,58,58,58,82,80,80,58,44,36,64,64,66,66,44,44,44,128,28,0,64,30,66,66,66,54,36,0,60,62,64,64,76,84,76,84,128,128,128,0,0,0,0,0,0,34,44,0,22,46,48,60,62,28,58,0,132,22,46,24,0,0,0,30,26,24,32,32,134,130,134,0,0,46,0,0,42,36,0,0,64,28,62,60,30,34,26,28,26,0,0,0,22,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,100,104,100,56,78,72,68,72,72,44,64,0,62,0,0,46,48,48,48,40,54,54,54,86,86,86,54,38,38,74,74,74,74,40,42,42,130,28,0,64,30,66,66,66,60,36,36,60,62,64,64,76,84,76,84,0,0,0,0,0,30,0,0,0,34,44,0,22,0,0,60,62,28,58,0,132,22,46,22,24,0,0,30,28,28,32,32,134,130,134,0,0,46,0,0,42,36,0,0,64,28,0,0,30,34,26,28,26,0,0,0,22,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,100,104,100,56,78,72,68,72,72,44,64,44,62,44,42,48,48,48,54,38,50,48,50,82,80,80,50,38,38,60,60,60,60,0,0,0,132,28,0,64,42,62,62,62,60,36,0,42,62,64,64,76,84,76,0,130,130,132,0,0,30,0,0,0,34,58,0,22,42,42,60,62,28,58,0,132,22,46,0,0,0,0,30,0,0,32,32,0,130,134,0,0,46,0,0,0,34,0,54,54,28,58,58,30,34,0,28,0,0,0,0,22,0,28,22,30,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,100,22,100,54,78,72,68,72,72,44,62,44,62,44,44,50,48,48,48,38,50,50,52,82,82,82,50,36,36,64,60,62,60,0,0,0,132,28,0,64,42,62,62,62,60,34,0,42,62,64,64,76,84,76,0,132,132,132,0,0,30,0,0,0,0,60,0,22,42,42,60,62,0,56,0,86,22,46,0,0,0,0,30,0,0,32,32,0,130,0,0,0,0,0,0,0,34,0,52,52,24,58,58,30,34,0,28,0,28,28,0,22,0,28,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,100,22,100,54,68,70,62,70,70,44,62,42,62,44,42,56,52,58,52,34,52,52,52,80,82,80,52,38,38,60,60,60,60,0,0,0,128,28,0,64,42,60,62,60,56,0,0,42,62,64,58,76,84,76,0,128,128,128,0,0,30,32,34,32,0,60,0,22,42,42,60,62,0,56,0,86,22,46,0,0,0,0,30,0,0,32,32,0,0,0,0,0,0,0,0,0,34,0,64,64,24,58,60,0,0,0,28,0,28,28,0,22,0,28,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,100,22,100,50,64,70,64,70,70,44,66,42,60,40,40,42,42,42,42,32,46,46,46,78,78,78,46,36,36,64,62,64,64,0,0,0,132,28,0,64,42,70,70,72,56,36,34,42,64,64,68,76,84,76,0,130,130,132,0,0,30,0,0,0,0,64,0,22,40,42,60,62,0,56,0,136,22,46,0,0,0,0,30,0,0,32,32,0,0,0,0,24,0,0,0,0,34,0,64,64,28,58,60,0,0,0,28,0,28,28,0,22,0,28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,100,22,100,42,50,74,70,70,72,44,68,42,68,44,42,42,42,42,42,34,46,46,46,80,80,80,46,36,38,64,64,62,66,46,0,0,130,28,0,70,42,54,54,54,54,0,0,58,68,68,64,76,84,76,0,130,130,130,0,0,30,0,0,0,0,62,0,22,42,42,60,62,0,56,0,48,22,46,0,0,0,0,28,0,0,32,32,0,0,0,0,24,0,0,0,0,34,0,50,50,28,58,58,0,0,0,28,0,36,28,0,22,0,28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,24,0,0,0,0,0,0
2,38,100,22,100,40,50,74,70,70,72,44,72,42,62,46,44,38,38,38,38,38,46,46,46,80,82,80,46,38,38,62,62,64,62,44,44,44,132,28,0,70,42,54,54,54,54,38,0,62,68,68,62,76,74,76,0,130,130,132,0,0,30,0,0,0,0,62,0,22,44,44,60,58,0,56,0,134,22,46,0,0,0,0,26,0,0,30,30,0,0,0,0,0,0,0,0,0,34,0,50,50,28,58,58,0,0,0,28,0,28,26,0,22,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,94,100,96,40,50,70,68,72,72,48,70,42,66,46,44,42,42,42,42,38,48,48,48,0,0,0,50,36,42,64,62,62,62,44,0,0,130,28,28,70,42,54,54,54,54,0,0,58,68,68,62,76,76,76,0,128,128,130,28,0,30,0,0,0,0,62,28,22,44,44,60,58,0,56,0,134,0,0,0,0,0,0,26,0,0,32,32,0,0,0,0,0,0,0,0,0,34,0,50,50,28,58,58,0,0,0,28,0,28,26,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,94,100,96,40,72,72,70,72,72,48,70,42,68,48,44,40,40,40,42,38,50,50,50,80,80,80,48,38,38,64,64,64,64,0,0,0,130,28,28,70,42,54,54,54,54,38,38,58,68,68,62,76,76,76,0,128,130,130,28,0,30,0,0,0,0,62,28,22,42,44,60,58,0,50,0,132,0,0,0,0,0,24,36,0,0,32,32,0,0,0,0,26,0,0,0,0,34,0,50,50,28,58,58,0,0,0,28,0,36,26,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
2,20,92,98,94,40,74,72,68,72,72,48,72,42,60,48,44,38,40,40,38,36,48,48,48,80,78,78,48,38,38,62,64,64,66,0,0,0,128,28,28,70,42,54,54,54,54,38,38,62,68,68,62,76,76,76,0,128,128,128,28,0,30,28,30,30,0,64,28,22,44,44,60,60,0,50,0,132,0,0,0,0,0,24,28,0,0,32,32,0,0,0,0,24,0,0,0,0,46,50,50,64,26,58,58,0,0,0,28,0,30,26,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,94,96,94,36,66,72,48,72,72,48,72,42,64,48,44,40,40,40,40,38,46,44,46,80,80,80,46,38,38,62,62,64,62,0,0,0,130,28,28,70,42,56,56,54,56,0,0,56,70,70,64,76,76,76,0,130,130,130,28,0,30,0,0,0,0,60,28,22,44,44,60,58,0,48,0,52,0,0,0,0,0,24,36,0,0,32,32,0,0,0,0,24,0,0,0,0,46,50,50,64,26,60,60,0,0,0,0,0,34,32,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,94,96,94,36,70,72,68,72,72,48,72,42,50,42,44,44,44,44,42,38,44,44,44,80,80,80,44,38,38,62,64,62,64,0,0,0,130,28,28,70,42,56,56,54,64,0,38,38,70,70,64,76,76,76,0,130,130,130,28,0,30,0,0,0,0,64,28,22,42,42,60,60,0,48,0,136,0,0,0,0,0,24,36,0,0,32,32,0,0,0,0,24,0,0,0,0,46,50,50,52,26,60,60,0,0,0,0,0,34,32,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2,36,94,96,94,36,70,72,70,72,72,48,66,42,50,42,40,46,46,46,46,40,46,46,44,78,78,78,46,38,44,62,62,60,60,46,0,44,128,0,28,64,42,56,56,54,64,38,40,62,68,68,62,0,76,0,0,128,128,128,28,0,30,0,0,0,0,62,28,22,42,42,60,60,0,48,28,136,0,0,26,26,0,24,36,32,32,30,32,0,0,0,0,0,0,0,0,0,46,50,64,52,26,60,60,0,0,0,0,0,34,32,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,94,96,96,36,70,72,80,72,72,48,66,42,54,40,40,46,44,46,46,38,46,46,46,80,80,80,46,36,36,62,64,60,62,46,0,0,128,0,28,64,42,56,56,54,64,40,38,62,68,68,62,82,76,82,82,128,128,128,28,0,30,0,0,0,0,62,28,22,40,40,60,60,0,48,28,136,0,0,26,26,0,24,36,30,30,30,32,0,0,0,0,0,0,0,0,0,46,50,64,52,26,60,60,0,0,0,0,0,34,32,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,96,38,70,72,66,72,70,48,70,42,60,44,44,44,44,44,42,38,44,44,44,82,84,82,44,36,36,64,64,62,64,44,0,44,132,0,28,64,42,56,56,54,64,0,0,62,68,68,62,82,76,82,82,130,132,132,28,0,30,0,0,0,0,62,28,0,44,44,60,60,0,48,28,136,0,0,22,22,26,24,36,32,32,30,32,0,0,0,0,0,0,0,0,0,46,50,64,52,26,60,60,0,0,0,0,0,34,32,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,96,40,70,68,70,72,70,48,70,42,44,42,40,40,42,40,38,38,44,44,44,80,80,80,44,38,38,62,64,62,64,48,0,0,130,0,28,64,42,56,52,52,64,0,0,40,68,68,50,84,76,82,82,130,130,130,28,0,0,0,0,0,0,62,28,0,42,48,60,38,0,48,28,134,0,0,0,0,0,24,36,0,0,30,32,0,0,0,0,0,0,0,0,0,46,50,64,52,26,60,60,0,0,0,0,0,34,32,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,96,48,44,68,70,72,70,48,68,42,56,42,42,38,40,38,38,40,44,44,44,80,78,78,44,38,38,64,64,64,64,44,44,44,130,0,28,62,42,56,52,52,64,36,36,40,68,68,54,84,78,82,82,0,0,0,28,0,0,0,0,0,0,62,28,0,42,0,60,38,0,48,28,134,0,0,0,0,0,24,36,0,0,30,32,0,0,0,0,0,0,0,0,0,46,50,50,50,26,60,60,30,0,30,0,30,34,32,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,96,48,74,74,70,90,74,48,68,42,56,42,0,44,42,40,42,38,0,0,0,0,0,78,46,38,38,66,66,66,66,44,44,44,130,0,28,62,0,70,70,70,64,36,36,40,68,68,54,84,78,82,82,0,0,0,28,0,0,0,0,0,0,62,30,32,0,0,60,38,0,48,30,98,0,0,0,0,0,24,36,30,30,32,32,0,0,0,0,0,0,0,0,0,46,50,50,50,26,60,60,30,0,30,0,30,34,32,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,96,96,48,74,74,70,90,74,46,68,42,66,42,0,42,44,42,42,40,46,44,46,80,80,80,46,38,38,64,64,66,66,44,44,44,130,30,28,62,0,70,70,70,64,34,36,38,68,68,54,62,80,82,82,0,0,0,28,0,0,0,0,0,0,62,30,32,0,0,42,40,0,48,30,98,0,0,0,0,0,24,36,0,0,32,32,0,0,0,0,0,0,28,0,0,46,50,50,50,26,60,60,30,0,30,0,30,34,32,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,96,96,96,42,72,74,70,90,74,46,70,42,66,40,40,42,42,44,40,40,46,46,46,78,80,80,46,36,38,64,66,66,64,42,42,42,130,30,28,62,46,72,72,70,64,40,0,54,68,68,54,62,80,82,82,0,0,0,28,0,0,26,0,0,0,64,30,32,40,40,42,52,0,48,30,136,0,0,0,0,0,24,36,0,0,32,32,132,132,132,0,0,46,28,0,0,46,50,58,56,28,60,60,30,32,28,0,30,34,32,32,0,0,30,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
