room_num,40:a8:f0:6b:41:44,14:2d:27:37:99:60,74:3e:2b:3e:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:be:9c:d2,74:3e:2b:7c:d4:28,74:3e:2b:3d:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:bd:7e:18,74:3e:2b:bd:7e:12,74:3e:2b:be:9c:d8,74:3e:2b:3c:fb:78,74:3e:2b:7c:fb:78,74:3e:2b:bc:fb:72,74:3e:2b:3d:6d:48,74:3e:2b:7d:6d:48,74:3e:2b:bd:6d:42,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:3d:86:b8,74:3e:2b:3e:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:be:c7:18,74:3e:2b:be:c7:12,74:3e:2b:be:9d:68,66:eb:8c:0b:20:6e,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,fa:8f:ca:76:7d:4c,ec:8c:a2:f2:7a:b8,74:3e:2b:bc:fb:7c,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:7c:fb:7c,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:04:dc,74:3e:2b:7d:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:7e:9c:dc,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:be:9d:62,74:3e:2b:7e:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:bc:b6:8c,74:3e:2b:7c:b6:88,74:3e:2b:7d:86:b8,74:3e:2b:bc:d4:22,c8:3a:35:90:b2:11,32:cd:a7:fc:3b:2b,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,74:3e:2b:bc:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:bc:d2:d2,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,74:3e:2b:7d:04:d8,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,de:9f:db:91:0e:dd,2c:30:33:f8:b8:b9,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:3c:d4:28,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7c:d2:dc,74:3e:2b:3d:04:d8,74:3e:2b:bd:04:d2,b4:2a:0e:c7:0f:ae,74:3e:2b:bd:86:b2,fa:8f:ca:54:a2:6d,74:3e:2b:be:1f:e8,b8:ee:0e:d6:53:72,74:3e:2b:bd:6f:88,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,74:3e:2b:be:a3:32,74:3e:2b:3d:6f:88,74:3e:2b:bc:b6:82,78:29:ed:4c:b2:51,74:3e:2b:be:88:28,74:3e:2b:be:c7:58,74:3e:2b:bd:6f:82,74:3e:2b:7d:6f:88,74:3e:2b:3c:b6:88,10:86:8c:18:48:e8,58:20:b1:3c:74:1f,74:3e:2b:7c:d5:08,74:3e:2b:be:a3:38
3,54,0,0,108,110,40,52,52,50,52,102,36,44,40,52,60,54,42,44,32,62,62,54,60,70,24,82,86,80,36,48,30,32,32,32,32,28,56,56,62,56,56,64,64,0,0,0,0,0,0,56,52,52,52,30,32,32,108,44,44,48,46,58,58,58,38,38,66,64,64,16,24,38,40,0,32,28,0,0,0,42,40,40,42,44,0,0,0,22,46,0,0,0,40,28,34,0,44,0,0,50,0,0,0,22,22,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,0,0,108,110,40,52,52,50,52,108,36,44,40,52,60,54,42,50,32,62,62,66,58,70,24,80,88,82,36,48,0,0,0,0,0,0,56,0,62,56,56,62,62,106,106,108,34,34,34,54,54,54,54,30,30,30,108,46,46,44,44,58,58,58,0,0,66,64,64,0,24,38,40,0,32,26,30,0,0,42,40,40,42,44,0,24,0,22,46,0,24,0,40,28,34,0,44,0,0,50,0,0,0,22,22,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,0,108,110,40,52,52,50,52,108,36,44,40,52,60,54,42,50,32,62,62,66,58,62,24,82,88,82,36,48,28,32,0,0,0,30,56,56,62,54,56,62,62,0,0,0,38,0,0,54,54,54,54,30,30,28,110,46,48,46,46,58,58,58,36,38,66,64,64,0,24,38,40,0,32,26,30,0,0,42,40,40,42,44,0,0,0,22,46,0,0,0,40,28,34,0,44,0,0,50,0,0,0,22,22,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,0,108,110,44,52,52,52,52,104,36,44,42,52,60,54,42,50,32,62,64,68,64,62,24,80,86,80,36,48,30,32,32,32,32,0,56,56,66,56,56,62,62,108,108,108,32,32,32,52,54,52,52,30,28,30,110,46,46,46,46,58,58,58,38,38,66,64,64,0,24,38,40,0,32,26,30,20,22,42,40,40,44,48,0,0,0,22,46,0,0,0,40,28,34,0,44,0,0,50,0,0,0,22,22,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,112,112,110,44,52,52,52,52,110,36,44,42,52,60,54,42,50,34,62,64,68,64,84,24,80,84,80,66,48,0,0,0,0,0,0,54,56,62,56,56,62,62,0,0,0,32,0,0,52,52,54,52,30,32,30,110,46,46,44,46,58,58,58,38,38,66,64,64,0,24,38,40,0,32,26,30,0,0,42,46,40,44,48,0,0,0,22,46,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,112,112,110,44,52,52,52,0,104,50,44,38,52,60,54,42,50,34,62,64,68,64,84,24,80,84,80,66,48,28,32,32,30,32,28,56,56,62,56,56,62,62,0,0,0,0,0,0,44,52,52,52,28,28,30,110,44,44,44,44,58,58,58,38,38,66,64,64,0,24,38,40,0,32,26,30,0,0,42,46,40,44,46,0,0,0,22,46,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,112,110,108,44,52,52,52,0,108,50,44,38,52,60,54,42,50,30,62,64,68,64,64,24,80,86,82,64,48,30,32,34,0,0,30,56,56,64,56,56,62,64,108,108,108,32,32,34,52,54,52,52,32,30,30,108,46,46,46,46,58,58,58,38,38,56,56,56,0,24,38,40,0,32,26,30,0,0,48,46,50,44,46,0,24,24,22,46,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,26,24,0,0,0,26,0,0,0,0,0
3,48,22,112,110,108,44,52,52,52,0,108,50,44,38,50,60,54,42,50,30,62,64,70,64,64,24,80,86,80,64,58,28,34,32,30,32,28,58,58,64,58,58,62,62,0,0,0,0,0,0,54,54,54,58,30,30,30,110,44,44,44,44,58,58,58,38,38,56,56,56,22,24,38,40,0,32,26,30,0,0,48,46,52,44,46,0,0,0,22,46,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,26,0,0,0,0,26,0,0,0,0,0
3,50,22,112,110,108,40,52,52,52,0,108,50,44,38,50,60,54,42,50,30,62,64,70,64,64,24,82,88,82,64,72,0,32,34,0,0,0,58,58,64,58,58,64,64,108,108,108,34,34,34,54,54,54,56,30,32,30,108,32,44,44,44,58,58,58,0,0,56,56,56,0,24,38,40,0,32,26,30,0,0,48,46,52,44,46,0,26,0,22,46,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,28,0,0,0,0,26,0,0,0,0,0
3,50,22,112,110,108,40,52,52,52,0,106,50,44,38,50,60,54,42,50,30,62,64,70,64,64,24,82,88,82,36,72,30,0,0,0,0,30,58,58,64,58,58,64,64,0,0,0,34,0,0,54,54,54,54,30,34,30,110,46,46,46,44,0,0,0,38,38,56,66,54,0,24,38,40,0,32,26,30,0,0,48,46,52,44,46,0,0,24,22,0,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,28,0,0,0,0,0,0,0,0,0,0
3,50,22,112,110,108,40,52,52,54,0,104,36,30,38,50,60,54,42,50,30,64,64,68,62,64,24,80,88,88,38,72,32,34,34,32,32,30,58,56,62,56,56,64,64,108,108,108,34,34,34,54,52,54,52,0,0,0,108,48,44,46,46,0,0,0,40,38,56,66,54,0,24,38,40,0,32,26,30,0,0,48,46,52,44,46,0,0,0,22,0,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,28,0,0,0,0,0,0,0,0,0,0
3,50,22,112,110,108,40,52,52,54,0,106,36,30,38,50,60,54,42,50,30,64,64,54,62,62,24,80,86,88,38,72,0,0,0,0,0,0,58,56,64,58,58,64,64,0,0,0,34,0,0,54,52,52,54,30,30,28,106,44,44,46,44,0,0,0,38,38,54,54,54,0,24,38,40,0,0,26,30,0,0,50,54,50,44,46,0,0,0,22,0,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,28,0,0,0,0,0,0,0,0,0,0
3,54,22,112,110,108,40,52,52,54,0,104,36,30,38,50,60,54,42,50,30,64,64,54,62,62,30,80,86,80,40,56,30,32,32,0,0,28,56,56,68,56,56,64,64,0,0,0,32,34,0,52,52,52,52,0,0,0,108,44,42,42,42,0,0,0,0,0,54,54,54,0,24,38,40,0,36,26,30,0,0,50,54,50,44,26,0,0,0,0,0,0,0,0,40,28,34,0,36,0,0,32,0,0,22,22,26,22,22,0,28,0,0,0,0,0,0,16,0,0,0
3,46,22,112,110,108,40,52,52,48,0,106,36,30,38,54,60,54,42,50,30,64,64,62,62,70,30,80,86,82,40,56,0,34,32,32,0,0,56,56,64,56,56,64,64,106,106,106,30,30,32,50,50,52,52,30,30,32,108,46,46,44,44,0,0,0,38,38,66,66,66,0,24,38,40,0,36,26,30,0,0,50,54,50,44,26,0,26,26,0,0,22,22,24,40,28,34,0,36,0,0,32,0,0,22,0,26,22,22,0,28,0,0,0,0,0,0,16,0,0,0
3,50,22,112,110,108,40,52,52,48,0,106,36,30,38,52,84,52,42,50,30,64,64,62,62,68,30,80,86,82,68,58,30,32,30,32,32,28,56,56,64,56,56,64,62,0,0,0,30,0,0,54,52,54,54,30,30,30,108,44,46,44,44,56,0,0,0,0,66,66,66,22,24,38,40,0,36,26,30,0,0,50,54,50,44,26,0,0,0,0,0,0,0,0,40,28,34,0,36,0,0,32,0,28,22,0,26,22,22,0,28,0,0,0,0,0,0,16,0,0,0
3,50,22,112,110,108,40,52,52,48,0,106,36,30,38,52,84,52,42,48,30,64,64,66,66,68,30,82,86,82,64,58,28,32,32,32,0,0,56,56,64,56,56,64,64,106,106,108,32,0,32,54,54,54,52,30,30,30,108,48,46,50,46,56,0,0,38,38,66,66,66,0,24,38,40,0,36,26,30,0,0,50,54,50,44,26,0,0,0,0,0,26,22,24,40,0,0,0,36,0,0,32,0,28,22,0,26,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,50,22,112,110,108,40,52,52,48,0,106,36,30,38,50,44,50,42,48,30,64,64,66,66,58,38,82,86,82,66,44,32,32,32,32,0,28,56,56,64,56,56,64,64,0,0,0,0,0,0,54,54,54,54,30,30,32,108,48,48,46,46,46,48,46,38,38,66,66,66,22,24,36,40,0,36,26,30,0,0,50,54,50,44,26,0,0,0,0,0,0,0,0,40,0,0,0,36,0,0,32,0,24,22,0,26,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,50,22,112,110,108,40,52,52,48,0,106,36,42,38,50,44,50,42,48,30,64,64,66,66,58,38,82,86,82,66,44,30,34,32,0,0,0,56,56,62,56,56,64,62,108,108,110,32,32,32,52,52,52,52,30,30,30,110,48,48,50,46,46,48,46,38,36,66,66,66,0,24,36,40,0,36,0,28,0,0,50,54,50,44,26,0,26,24,0,0,24,26,24,40,0,0,0,36,0,0,32,0,24,22,0,26,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,50,22,112,110,108,40,52,52,46,0,106,36,42,38,50,44,50,42,48,30,60,60,60,60,70,38,84,90,84,66,44,30,34,0,0,0,30,56,56,64,56,56,64,62,0,0,0,30,0,0,52,52,52,54,30,30,30,108,50,48,48,48,46,48,46,38,40,66,66,66,0,24,36,40,0,36,0,28,0,0,50,54,50,44,26,0,0,0,0,0,0,0,0,40,0,0,0,36,0,0,32,0,24,22,0,26,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,42,22,112,110,108,54,54,52,52,0,104,36,42,38,50,44,50,0,64,30,58,56,60,60,70,38,78,86,78,66,44,28,34,32,32,32,0,56,56,64,56,56,62,64,108,108,108,32,32,32,54,52,52,52,28,30,30,108,52,48,48,46,46,48,46,38,38,66,66,66,22,24,36,40,0,36,0,28,22,22,50,54,50,38,40,0,0,0,0,0,0,0,0,50,0,0,22,36,0,0,32,0,24,22,0,26,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,42,22,108,108,108,54,54,52,52,0,106,36,42,38,50,44,50,0,64,30,60,60,64,56,58,38,78,82,82,42,44,30,34,0,0,0,0,56,56,62,56,56,62,62,0,0,0,0,32,0,52,52,54,52,30,30,30,108,46,46,46,46,46,48,46,38,38,66,64,66,0,24,36,40,0,36,0,28,0,0,48,54,48,38,40,0,0,24,0,0,0,0,0,50,0,0,0,0,0,0,0,26,24,0,0,0,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,42,22,108,108,108,54,54,52,50,0,106,36,42,0,50,44,50,0,64,30,58,58,64,56,58,38,78,86,80,26,44,30,32,32,32,30,30,56,56,64,56,56,62,64,0,0,0,32,32,32,52,52,54,54,28,28,30,108,48,48,48,48,46,48,46,38,36,66,64,66,30,24,36,40,0,36,0,28,22,22,48,54,48,38,40,0,0,0,0,0,0,0,0,50,0,0,22,0,0,0,0,26,24,0,0,0,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,42,22,110,110,108,54,54,52,50,0,108,36,42,0,50,44,50,0,64,30,58,58,64,56,70,38,80,88,82,38,44,28,34,34,34,0,0,58,58,64,58,58,62,64,0,0,0,32,32,0,54,52,52,52,30,30,30,110,46,46,46,46,46,48,46,36,36,66,66,66,0,24,36,40,0,36,0,28,0,0,40,36,48,38,40,0,24,24,0,0,0,0,0,50,0,0,0,0,0,0,34,26,24,0,0,0,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,22,110,110,108,54,52,52,52,52,106,60,40,0,50,44,50,0,64,30,58,58,64,56,70,24,80,88,82,38,44,28,34,30,32,32,28,58,58,64,58,58,64,64,0,0,0,0,0,0,54,54,52,54,28,30,30,110,48,48,48,46,46,58,46,36,36,66,66,66,24,24,36,40,0,32,0,28,0,0,40,36,48,38,42,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,34,26,24,0,0,0,22,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,22,110,110,108,54,52,52,50,52,108,60,40,0,50,44,50,0,64,30,58,58,64,56,70,24,80,88,82,38,44,30,32,0,0,0,0,56,58,64,58,58,64,64,108,108,108,0,0,0,52,52,52,52,30,32,30,108,46,48,46,46,46,58,46,38,38,66,68,68,0,0,36,40,0,32,0,28,0,0,40,36,48,38,42,0,24,0,0,0,0,0,0,50,0,0,0,0,0,0,34,26,24,0,0,0,24,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,0,110,110,108,54,52,52,50,52,98,60,40,0,50,44,50,0,64,30,58,58,60,56,70,28,80,88,82,68,60,32,32,32,32,34,32,56,58,64,56,58,64,64,0,0,0,32,32,0,52,52,52,52,0,0,0,108,46,46,48,46,46,58,46,36,36,66,68,68,0,0,36,40,0,32,0,28,0,0,40,36,48,44,42,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,34,26,24,0,0,0,24,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,0,110,110,108,54,52,52,50,52,110,60,40,0,50,44,50,0,64,30,58,58,60,56,70,28,80,82,82,66,42,32,32,32,32,0,32,56,56,64,56,56,64,64,106,106,106,32,32,32,54,54,54,52,30,30,30,108,46,48,48,44,58,56,56,38,38,66,68,68,0,28,36,40,0,32,0,28,0,0,40,36,50,44,42,0,24,24,0,0,20,22,24,50,26,0,0,0,0,0,34,26,24,0,0,0,24,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,24,110,110,108,54,52,52,50,52,104,60,40,0,54,60,54,0,64,0,58,58,64,56,70,24,80,86,80,66,44,32,32,32,32,32,30,56,56,62,56,56,62,64,0,0,0,0,0,0,52,52,52,52,30,30,30,106,46,44,46,44,44,44,46,0,0,66,68,68,22,28,36,40,0,32,0,28,0,0,40,36,50,44,42,0,0,0,0,0,0,0,0,50,26,0,0,0,0,0,34,26,24,0,0,0,24,0,0,24,0,0,0,0,0,0,16,0,0,0
3,48,24,110,110,108,42,52,52,50,52,106,60,40,0,54,60,54,0,64,0,58,64,64,56,70,24,82,88,82,70,46,0,34,32,30,0,0,56,56,64,56,56,64,64,106,106,106,34,34,34,52,52,52,52,30,30,30,106,46,48,48,46,44,44,46,38,38,66,68,68,0,32,36,40,0,32,0,28,0,0,40,36,50,44,42,0,0,24,0,0,22,22,22,40,32,0,0,0,0,0,34,26,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,48,24,110,110,108,42,52,52,50,52,106,60,42,0,54,60,54,0,64,0,58,64,64,56,70,24,82,88,82,66,46,30,32,32,32,32,30,56,56,64,56,56,64,64,0,0,0,36,0,0,56,54,54,54,30,30,30,108,44,48,44,46,44,44,46,38,38,66,68,68,0,32,36,40,0,32,0,28,0,0,40,36,50,44,42,0,0,0,0,38,0,0,0,40,32,0,0,0,34,0,34,26,24,0,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,48,24,110,110,108,42,56,52,50,52,108,60,42,0,54,60,54,34,64,0,66,66,62,62,70,24,82,88,82,68,46,32,32,32,32,0,0,56,56,64,56,56,64,64,106,106,106,0,0,0,52,52,52,52,30,34,32,106,48,46,48,46,44,44,46,38,38,66,68,68,22,24,36,40,0,32,0,28,20,20,40,36,50,44,42,0,0,0,0,38,0,0,22,40,32,0,20,0,34,0,34,26,24,0,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,48,24,110,110,108,42,56,52,50,52,108,60,42,0,54,60,54,34,64,0,60,60,64,60,68,32,80,86,80,38,46,28,32,32,32,0,30,56,56,64,56,56,64,64,0,0,0,0,0,0,54,54,50,52,30,32,32,108,48,48,46,46,44,44,46,38,38,66,68,68,0,24,36,40,0,32,0,28,0,0,40,36,50,44,42,0,0,0,0,38,0,0,0,40,32,0,0,0,34,0,34,26,24,0,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,50,24,110,110,108,44,52,52,50,52,106,36,42,0,54,60,54,44,50,0,60,62,66,60,68,32,82,88,82,40,46,0,32,32,32,30,0,58,58,66,58,58,64,64,106,106,106,34,34,34,52,52,52,52,32,32,32,106,48,48,48,46,44,44,46,38,38,66,68,68,24,24,36,40,0,32,0,28,20,24,40,36,50,44,42,0,0,0,0,38,0,0,0,40,32,0,20,0,34,0,34,26,0,0,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,44,52,52,50,52,108,36,42,0,54,60,54,44,50,0,60,62,60,60,62,34,82,88,82,42,46,0,34,32,0,0,0,58,58,64,58,58,64,64,0,0,0,0,0,0,52,52,54,54,32,30,32,106,44,42,48,42,44,44,46,38,38,66,68,68,0,24,36,40,0,32,0,0,0,0,40,36,50,44,42,0,26,0,0,38,0,0,0,40,32,0,0,0,34,0,34,26,0,20,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,80,24,108,108,108,44,52,56,50,52,108,40,42,0,54,60,54,44,50,0,56,56,48,56,62,36,78,86,82,42,62,30,32,30,30,32,30,58,58,68,58,58,64,64,0,0,0,38,34,34,48,0,52,52,32,32,30,108,48,48,50,46,56,56,56,38,38,66,68,68,0,24,36,40,0,32,0,0,18,22,40,36,50,46,46,0,0,0,0,38,0,0,0,40,32,0,22,0,34,0,34,26,0,20,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,50,24,108,108,108,44,52,56,50,52,106,40,42,0,54,60,54,44,50,0,62,56,66,56,68,36,82,88,80,36,62,0,32,34,32,38,0,58,58,64,58,58,64,64,0,0,0,34,0,0,52,54,54,54,30,28,30,108,52,48,48,48,56,56,56,38,36,64,64,64,0,24,36,40,0,32,0,0,0,0,40,36,50,46,46,0,24,0,0,38,0,0,0,40,32,0,0,0,34,0,34,26,0,20,50,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,42,28,54,50,52,104,40,42,0,52,62,54,44,50,0,62,56,66,56,68,28,82,88,80,62,62,32,32,32,30,32,32,56,56,64,56,56,64,64,0,0,0,34,34,36,50,52,52,52,30,30,32,108,48,48,48,46,56,56,56,38,38,64,64,64,0,24,36,40,0,32,0,0,22,0,40,36,50,44,44,0,0,0,0,38,0,0,0,40,32,0,0,0,34,0,34,0,0,20,50,0,24,0,0,24,0,22,0,0,0,0,0,0,0,0
3,50,24,108,108,108,42,28,54,52,52,104,40,42,0,52,62,54,44,54,0,60,60,66,60,72,28,82,88,82,68,62,30,34,0,0,0,0,56,56,70,56,56,64,64,106,106,108,0,0,0,52,52,52,52,30,30,30,108,50,48,50,48,56,56,56,0,0,66,68,66,0,24,36,40,0,32,30,32,0,0,42,38,40,44,44,0,24,0,0,38,0,0,0,40,28,26,0,0,34,0,34,0,0,20,26,0,24,0,0,24,0,22,0,0,0,0,0,0,0,0
3,50,22,108,108,108,42,28,54,52,52,106,40,38,0,54,42,54,44,54,0,60,60,66,62,72,32,82,88,82,66,62,0,30,32,32,34,0,58,58,64,58,58,64,64,0,0,0,0,0,32,0,52,52,52,30,32,32,106,48,48,50,48,56,56,56,38,38,66,68,66,0,24,0,40,0,32,30,32,0,0,42,38,40,44,44,0,0,0,0,38,0,0,0,40,28,26,0,0,34,0,0,0,0,20,26,0,24,0,0,24,0,22,0,0,0,0,0,0,0,0
3,52,22,108,108,108,44,28,54,52,52,106,40,38,0,54,42,54,44,44,0,60,60,66,62,72,32,82,88,82,66,62,30,34,0,0,0,32,56,56,62,56,56,62,62,108,108,108,36,34,34,54,50,52,54,32,30,32,108,46,50,50,48,56,56,56,38,38,66,68,66,0,24,0,40,0,0,30,32,0,0,42,38,40,44,44,0,0,0,0,38,24,24,24,40,28,34,0,0,34,0,0,0,0,20,26,0,24,0,0,24,0,22,0,0,0,0,0,0,0,0
3,50,22,108,108,108,44,28,54,48,52,106,40,38,0,54,60,54,44,44,0,62,60,66,62,72,32,82,88,82,66,62,32,34,32,32,0,30,56,56,64,58,58,62,64,0,0,0,0,0,0,52,52,52,52,30,30,30,108,50,50,48,48,56,56,56,38,38,66,68,66,0,24,0,40,0,0,30,32,0,0,42,38,40,44,44,0,0,0,0,38,0,0,0,40,28,34,0,0,34,0,0,0,0,20,26,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0
3,52,22,108,108,108,44,52,54,22,54,106,40,42,0,54,60,54,44,44,0,58,58,66,58,72,32,80,86,82,66,58,0,32,32,32,30,0,56,56,66,56,56,66,66,108,108,110,34,36,34,50,52,50,52,30,30,30,110,48,48,46,46,56,56,56,40,38,66,68,66,22,24,0,40,0,0,30,32,22,20,42,38,40,44,44,0,24,24,0,38,0,0,0,40,28,34,20,0,34,0,0,0,0,20,26,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0
3,52,22,108,108,108,44,52,54,22,54,104,40,42,0,54,60,54,44,44,34,62,62,70,64,72,32,80,86,82,66,58,30,32,32,0,0,0,56,56,62,56,56,62,62,0,0,0,0,0,0,54,54,52,52,30,30,30,108,46,46,46,48,56,56,56,38,38,66,66,66,0,24,0,40,0,0,30,32,0,0,42,38,40,44,44,0,0,24,0,38,0,0,0,40,28,34,0,0,46,0,0,0,0,20,26,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0
3,52,22,108,108,108,44,52,54,22,54,104,40,42,0,54,60,54,44,48,34,62,62,62,64,72,30,82,86,80,66,58,30,34,32,32,32,30,56,56,62,54,56,62,62,0,0,0,36,34,0,52,54,52,54,30,30,32,108,48,48,48,46,58,56,56,38,38,66,66,66,0,24,0,40,0,40,30,32,0,0,42,38,40,44,44,0,0,0,0,38,0,0,0,40,28,34,0,0,46,0,0,0,0,20,26,0,0,0,0,24,24,22,0,0,0,0,0,0,0,0
3,52,22,108,108,108,42,52,54,22,54,104,40,42,0,54,60,54,44,48,34,62,62,62,64,72,30,82,86,82,40,58,28,32,34,32,32,0,56,56,64,56,56,64,64,108,108,108,32,32,32,52,52,52,52,30,30,30,108,48,48,46,48,58,56,56,0,0,66,66,66,0,26,0,40,0,40,30,32,0,0,42,38,40,44,44,0,24,24,0,38,24,24,24,40,28,34,0,0,46,0,0,0,0,20,26,0,0,0,0,24,24,22,0,0,0,0,0,22,0,0
3,52,22,108,108,108,42,52,54,22,54,104,40,42,0,54,62,52,44,48,34,62,62,62,64,72,30,82,88,82,40,58,30,32,32,32,32,30,56,56,64,56,56,64,64,0,0,0,32,0,0,52,52,54,52,32,32,30,108,48,50,46,46,58,56,56,38,36,66,66,66,0,26,0,40,0,40,30,32,0,0,42,38,40,44,44,0,0,0,0,0,0,0,0,40,28,34,0,0,46,0,0,0,0,20,24,0,0,0,0,24,24,22,0,0,0,0,0,22,0,0
3,48,22,108,108,108,42,38,54,80,54,106,40,42,0,52,42,52,44,48,34,62,62,64,60,72,30,78,86,78,40,58,0,32,32,32,32,0,56,56,64,56,56,62,62,108,108,108,32,32,32,50,50,50,50,30,30,30,108,46,46,48,46,58,56,56,38,38,66,66,66,0,26,0,40,0,40,30,32,22,22,42,38,40,44,46,0,0,0,22,0,0,0,0,40,28,34,20,0,46,0,0,0,0,20,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
3,48,22,110,108,108,42,38,54,80,54,108,40,42,0,52,42,52,44,48,34,62,62,52,60,72,30,82,88,82,66,58,30,34,32,0,0,28,56,56,66,56,56,64,62,108,0,108,0,0,0,52,52,54,52,30,32,30,108,50,48,46,48,58,56,56,38,36,66,66,66,0,26,0,40,0,40,38,40,0,0,42,38,40,44,46,0,0,24,22,0,0,0,0,40,28,34,0,0,46,0,0,0,0,20,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
3,22,22,110,108,108,42,38,54,80,54,106,40,42,0,52,42,52,0,52,34,62,62,52,60,70,30,82,88,82,68,58,30,34,32,34,34,0,54,54,66,56,54,64,64,0,0,0,0,0,0,54,52,50,50,30,30,32,110,52,50,50,48,58,58,56,38,38,66,66,66,22,26,0,40,0,40,38,40,0,0,42,38,40,44,46,0,0,0,22,0,0,0,0,40,28,34,0,0,46,0,0,0,0,20,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
